Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Drama, Music, Mystery, Romance",en,1986-03-14,7.3,johnson;guitar;blues,Crossroads
"Drama, Romance",hi,2016-11-23,7.1,helps;budding;perspective,Dear Zindagi
"Action, Adventure, Drama, Family",en,1991-01-18,6.7,adventure;hands;classic,White Fang
"Fantasy, Drama, Comedy, Family",en,1994-11-11,6.4,calvin;santa;scott,The Santa Clause
"Western",en,1962-10-01,7.1,eyes;civil;1830s,How the West Was Won
"Comedy",en,2000-08-11,6.6,strike;mcginty;replacements,The Replacements
"Adventure, Comedy, Family, Animation",fr,2017-07-26,6.3,real;bunch;baboons,The Jungle Bunch
"Comedy, Drama, Science Fiction",en,1985-06-21,6.6,cocoons;youthful;energized,Cocoon
"Animation, Action, Fantasy, Drama, Romance",ja,2019-01-12,6.7,tohsaka;chaos;matou,Fate/stay night: Heaven's Feel II. Lost Butterfly
"Drama, Crime, Thriller, Mystery",en,2016-01-22,4.9,police;experiences;detective,Exposed
"Horror",en,1961-05-01,6.5,later;bachelor;conceived,The Curse of the Werewolf
"Drama, History",en,2021-10-21,7.1,artist;forever;playful,The Electrical Life of Louis Wain
"Animation, Adventure",ja,1999-03-06,7.5,night;forever;hatches,Digimon Adventure
"Action, Comedy",cn,1994-10-13,6.8,secret;agent;giant,From Beijing with Love
"Thriller, Crime, Mystery",en,2007-09-14,7.4,russian;involving;mob,Eastern Promises
"Drama",en,2017-10-06,7.4,year-old;times;ragtag,The Florida Project
"Drama",sv,1957-12-26,8.1,doctor's;stockholm;unhappy,Wild Strawberries
"Science Fiction",en,2018-05-21,4.6,10;future;forced,The Jurassic Games
"Comedy, War",fr,1966-12-08,7.9,there;set;cross,La Grande Vadrouille
"Drama",ko,2008-12-30,6.9,throne;unable;bodyguard,A Frozen Flower
"Comedy, Music",en,2020-08-07,7.7,clumsy;high;dance,Work It
"Family, Comedy",en,2004-10-21,7.0,luxury;york;living,Chestnut: Hero of Central Park
"Drama",en,1985-12-18,7.8,celie;dream;things,The Color Purple
"Music, Drama",en,2021-01-14,5.7,everything;better;zu,Music
"Comedy, Crime, Action",en,2016-05-15,7.1,angeles;porn;eye,The Nice Guys
"Comedy, Drama, Music, Romance",en,2012-06-13,6.2,strip;boy;hollywood,Rock of Ages
"Drama",en,2001-12-10,6.8,sport;ultimate;personal,Ali
"Action, Thriller, Crime, Adventure",en,1998-09-25,6.9,thorny;task;russian,Ronin
"Animation, Comedy, Adventure, Family",fr,2019-04-03,7.2,lands;upon;rescue,Astro Kid
"TV Movie, Comedy, Romance",en,2017-03-24,7.2,between;encounters;people,Red Nose Day Actually
"Documentary",fr,2017-06-28,7.7,photographer/muralist;rural;jr,Faces Places
"Drama, Crime, Music",ru,1997-12-12,7.6,goes;brother;boss,Brother
"Adventure, Comedy, Family",en,2003-08-18,4.4,try;george;arrives,George of the Jungle 2
"Family, Mystery, Comedy, Fantasy",en,2020-01-25,6.2,old;believes;polar,Timmy Failure: Mistakes Were Made
"Animation, Adventure, Action, Fantasy",en,2021-08-12,5.9,humans;hunter;fearsome,Monster Hunter: Legends of the Guild
"Action, Adventure, Drama, Thriller",en,2000-06-29,6.4,weather;anticipation;storm,The Perfect Storm
"Drama, Comedy, TV Movie",en,2011-12-06,7.4,destined;rock;realize,Lemonade Mouth
"Thriller, Drama",en,2017-03-16,5.6,assaulted;willing;twist,Vengeance: A Love Story
"Adventure, History, Action",en,2020-05-08,6.3,snowy;parthian;slowly,The Legion
"Drama, Romance, Crime",en,2016-10-14,7.2,james;realizes;trafficking,Priceless
"Music, Animation, Family, Fantasy",en,2015-01-23,7.1,bog;elves;swamp-dwelling,Strange Magic
"Horror, Thriller",en,2006-03-24,5.8,countess;gamers;played,Stay Alive
"Comedy, Action",en,2002-01-25,6.3,movie;kung-fu;pain,Kung Pow: Enter the Fist
"Drama, History",en,2009-12-10,7.2,nation;team;championship,Invictus
"Comedy, Crime",en,2004-03-05,5.8,persuasive;ken;bear,Starsky & Hutch
"Adventure, Animation, Comedy, Family",en,2016-01-14,4.7,apart;discover;performing,Norm of the North
"Family, Animation",en,1983-10-19,7.7,christmas;characters;season,Mickey's Christmas Carol
"Action, Drama, War",en,2018-11-29,6.4,criminal;maid;relationship,An Ordinary Man
"Animation, Family, Fantasy",en,2015-03-02,7.3,scary-cute;high;vondergeist,Monster High: Haunted
"Thriller, History, Drama",en,2018-02-02,5.4,train;august;fear,The 15:17 to Paris
"Horror, Thriller, Science Fiction",en,2020-10-02,6.4,tasya;vos;uses,Possessor Uncut
"War, Drama, Action, History",en,2002-06-14,6.2,spoken;protect;relay,Windtalkers
"Comedy, Music",en,2006-11-22,6.7,some;miles;feat,Tenacious D in The Pick of Destiny
"History, Drama",en,2020-07-03,8.4,tale;hit;smash,Hamilton
"Drama",en,2016-09-02,5.7,partying;extremes;goes,White Girl
"Comedy, Drama",en,1999-06-25,6.4,go;girlfriend;everything,Big Daddy
"Adventure, Science Fiction, Action",en,2008-07-19,4.7,invasion;planet;marshal,Starship Troopers 3: Marauder
"Drama, History",en,2018-11-06,5.9,crashing;threatens;clear,The Front Runner
"Drama, Comedy, Crime",en,2012-06-29,6.1,placed;protection;wall,Madea's Witness Protection
"Drama, Western",en,2020-03-06,7.0,successful;although;though,First Cow
"Drama, Fantasy, Thriller, Horror",en,1945-03-01,7.1,whim;henry;taken,The Picture of Dorian Gray
"Family, Comedy, Adventure, Action, Science Fiction",en,2006-08-11,5.4,shop;turning;government,Zoom
"Horror, Thriller",en,2019-09-13,6.7,night;nightmares;horrifying,Haunt
"Horror, Mystery",en,1987-03-06,7.1,leads;mission;louis,Angel Heart
"Documentary",fr,2016-11-30,5.6,living;god;busting,Rocco
"Animation, Family",de,2018-05-09,6.4,luis;luis;adventure,Luis and the Aliens
"Romance, Drama",es,2005-11-04,6.3,though;ignacio/ishan;almost,My Brother's Wife
"Action, Thriller",en,2020-01-31,5.6,producers;discovers;complex,The Rhythm Section
"Horror",en,2015-10-09,5.1,molly;possession;adult,The Exorcism of Molly Hartley
"Drama",en,2012-02-14,4.5,gets;centered;troubled,About Cherry
"Action, Adventure, History, Romance, Drama",en,2014-02-18,5.5,cassia;unwillingly;race,Pompeii
"Science Fiction, Animation, Action",en,2012-06-12,6.9,contempt;outshone;steel,Superman vs. The Elite
"Adventure, Horror, Action, Science Fiction",en,2004-04-20,4.2,sequel;loved/reviled;refuge,Starship Troopers 2: Hero of the Federation
"Action, Comedy",cn,1980-02-09,6.8,prove;missing;martial,The Young Master
"Drama, Thriller, Mystery",en,1986-09-24,7.4,franciscan;under;william,The Name of the Rose
"Comedy, Science Fiction",en,1985-02-20,7.7,beautiful;escapes;tuttle,Brazil
"Drama",tr,2021-11-19,6.7,return;given;sedat,Love Me Instead
"Animation, Comedy, Action, Adventure, Family",fr,2020-01-11,7.6,trying;opposed;secret,Spycies
"Action, Thriller, Crime, Drama",en,2008-03-04,5.5,ex-cop;gritty;s,Pistol Whipped
"Horror, Documentary",en,2021-07-25,7.1,franchise;child’s;franchise,The Legacy of Chucky
"Action",cn,1993-01-01,6.4,opponent;plot;disciples,Once Upon a Time in China III
"Horror",en,2012-10-12,5.5,encounters;insane;demonized,Grave Encounters 2
"Drama, Thriller, Mystery",en,1997-01-15,7.6,inside;jazz;surveillance,Lost Highway
"Romance, Comedy",en,2008-08-22,5.7,themselves;unless;needs,The House Bunny
"Action, Drama, History",cn,2019-12-19,7.3,following;between;death,Ip Man 4: The Finale
"Thriller, Science Fiction",es,2020-04-23,7.0,city;insomnia;changes,Toxic
"War",en,1944-01-28,7.4,survivors;german;lifeboat,Lifeboat
"Comedy",en,1990-07-27,6.0,seven;year;camping,Problem Child
"Horror, Action, Thriller",en,1986-01-17,7.0,car;feeling;thinking,The Hitcher
"Comedy",en,2013-04-18,6.1,begrudgingly;accepts;writer,Adult World
"Drama, Romance",en,1992-12-02,6.6,obsessed;height;career,Damage
"Horror",it,1985-10-04,6.6,one-by-one;infested;movie,Demons
"Action, Thriller, Crime",en,2015-09-11,5.8,recovering;quickly;trapped,12 Rounds 3: Lockdown
"Action, Horror",en,2013-06-06,5.1,team;battle;truth,Zombie Massacre
"Horror, TV Movie",en,1991-07-19,5.2,gene;series;prophecy,Omen IV: The Awakening
"Romance, Drama",en,1964-10-21,7.6,high;professor;wager,My Fair Lady
"Comedy",en,2009-08-11,5.4,pong;tournament;trip,Road Trip: Beer Pong
"Animation, Family",en,2006-07-27,6.2,rusty;primed;day,Mater and the Ghostlight
"Comedy, Romance, Drama, Adventure",cn,1998-11-07,6.3,she's;susan;wacky,Sex and Zen III
"Drama",en,1988-12-11,7.8,selfish;savant;brother,Rain Man
"War, Drama, History",ru,2021-12-02,7.6,trial;endurance;remote,The Pilot. A Battle for Survival
"Action, Family",da,2019-03-28,6.7,mother;accident;13-year-old,Hacker
"Action, Comedy, Crime",en,1994-05-24,5.9,cop;same;amusement,Beverly Hills Cop III
"Crime, Drama",en,1973-12-13,7.9,criminal;inspires;befriends,Papillon
"Comedy, Drama",en,2019-01-10,7.1,penthouse;unlikely;worlds,The Upside
"Comedy, Romance, Crime",en,2001-03-23,6.0,palimony;science;max,Heartbreakers
"Adventure, Fantasy, Mystery",en,2009-10-01,6.4,gives;audience;traveling,The Imaginarium of Doctor Parnassus
"Comedy, Western",en,1991-06-07,6.4,vacation;vacation;wild,City Slickers
"Thriller",en,2013-03-13,5.9,crush;high;athlete,Crush
"Thriller, Horror, Drama",en,2016-06-08,6.5,aspiring;beauty-obsessed;means,The Neon Demon
"Comedy",en,2010-04-15,5.8,brother;fiancé;cousin,Death at a Funeral
"Drama, History",en,2006-11-30,6.9,meticulously;small;shelter,The Nativity Story
"Action, Thriller",en,1994-10-07,5.8,getting;murdered;revenge,The Specialist
"Drama, Comedy, Romance",en,2005-02-01,7.6,close;between;learns,Imagine Me & You
"Crime, Drama, Mystery, Thriller",da,2016-03-03,7.0,deciphering;place;sinister,A Conspiracy of Faith
"Family, Animation, Comedy, Adventure",fr,2006-04-05,6.1,justforkix;bring;lazy,Asterix and the Vikings
"Drama, Action, Thriller",cn,1994-07-28,6.6,corrupt;girlfriend;murder,The Bodyguard from Beijing
"Drama, Horror",fr,2016-11-11,7.1,right;self;everyone,Raw
"Drama, Romance",ja,2021-11-05,6.2,vanished;past;90s,We Couldn't Become Adults
"Action, Thriller",en,2013-04-18,5.5,wetwork;phone;security,The Numbers Station
"Comedy, Drama, Family, TV Movie",en,2012-06-09,6.2,bedroom;rebel;dreads,Radio Rebel
"Adventure, Family, Drama",fr,2018-12-12,8.0,hard;meetings;harsh,Remi, Nobody's Boy
"Adventure, Comedy",en,2001-08-17,6.2,hundreds;wild;driving,Rat Race
"Family, Comedy",en,2014-10-08,6.2,gum;if;day,Alexander and the Terrible, Horrible, No Good, Very Bad Day
"Romance",ja,2018-06-18,6.3,doesn't;pool;people,Real Girl
"Action, Western, Crime",en,1983-04-15,6.6,archetypical;wits;ranger,Lone Wolf McQuade
"Horror, Thriller",ja,1979-10-27,6.1,rapist;inherited;outward,Star of David: Beauty Hunting
"Adventure, Horror",en,2020-03-14,7.7,small;entity;clarkston,They Reach
"Fantasy, Family, Romance",cs,1973-11-16,7.6,independent;three;confides,Three Wishes for Cinderella
"Horror, Science Fiction",en,2009-05-19,3.9,coast;battle;creatures,Mega Shark vs. Giant Octopus
"Horror, Romance, Thriller",en,2022-03-10,0.0,else;herself;girlfriend,A Ballad of Saints and Sinners
"Drama, History",en,2020-03-13,6.9,devastating;photographer;documents,Minamata
"Crime, Drama",en,2020-06-26,5.0,old;starts;47-year,Capone
"Horror, Action",en,2014-08-28,6.0,until;lunatic;coming-of-age,Wolves
"Action, Adventure, Comedy, Fantasy, Science Fiction",en,1984-08-17,5.8,raised;parents;mystical,Sheena
"Action, Thriller",en,1996-09-13,5.6,brother;identical;alain,Maximum Risk
"Comedy",es,2009-01-01,7.0,live;wants;christian,Cristiano de la Secreta
"Romance, Science Fiction, Fantasy, Thriller",en,2001-01-22,6.8,beginning;accident;aames,Vanilla Sky
"Action, Crime, Thriller, Horror",en,2006-08-06,5.3,jones;l.a;receives,Snakes on a Plane
"Horror, Thriller, Mystery",en,2018-10-06,6.3,room;place;there,No Escape Room
"Crime, Drama, Thriller",ko,2008-02-14,7.8,detective;trying;client,The Chaser
"Horror",en,2018-09-27,5.7,it's;innocent;slaying,Hell Fest
"Comedy, Romance",en,2012-04-27,5.8,tom;long;keep,The Five-Year Engagement
"Music, Comedy",en,1992-05-28,6.8,identification;witnesses;nuns,Sister Act
"Thriller, Fantasy",en,2018-09-27,6.7,shadow;joining;haunted,I Still See You
"Drama, Music",en,1977-12-16,6.7,disco;things;easy,Saturday Night Fever
"Horror",en,1960-07-18,5.8,left;also;13,13 Ghosts
"Comedy",en,2001-09-28,6.2,like;runway;few,Zoolander
"Comedy, Drama, Romance",en,2007-10-12,7.1,lars;internet;delusion,Lars and the Real Girl
"Thriller, Crime, Drama",en,2020-02-19,6.1,guest;intelligent;andrea,The Night Clerk
"Romance",ko,2019-05-24,6.5,hye-jin;yoo-jin;feel,Young Sister-in-law 3
"Science Fiction, Action",en,2018-08-29,6.2,uses;brother;boy,Kin
"Action, Thriller, Adventure, Science Fiction",en,2003-03-28,5.7,scientists;dr;core,The Core
"Horror, Drama, Thriller",en,2019-09-20,5.5,park;unable;grass,In the Tall Grass
"Documentary",en,2017-10-28,7.0,gives;library;jim,Harry Potter: A History Of Magic
"Adventure, Comedy, Drama, Family",en,1993-02-03,6.9,some;featuring;disney,Homeward Bound: The Incredible Journey
"Drama",de,2021-09-16,5.6,joining;murdered;very,Je suis Karl
"Documentary",en,2014-03-21,7.7,photography;tale;odd,Finding Vivian Maier
"Comedy, Science Fiction, Horror, Thriller",en,2004-06-10,5.7,husbands;terrifying;stepford,The Stepford Wives
"Horror, Comedy",en,1992-08-13,7.4,sumatran;transformed;under,Braindead
"Comedy",es,2021-09-16,7.1,part;carmen;full,Chilangolandia
"Documentary",en,2001-11-19,6.9,goes;1999;movie,The Matrix Revisited
"Horror",en,2014-08-22,6.0,horrifying;than;johnson,The Possession of Michael King
"Comedy, Romance",en,2018-05-25,5.8,hot;ibiza;chase,Ibiza
"Action, Thriller",en,2012-02-09,6.4,he's;alive;attacked,Safe House
"Comedy, Romance",en,2021-11-05,7.1,affection;falls;pretends,Love Hard
"Drama, Crime, Thriller",en,2019-08-30,6.5,former;federal;both,The Informer
"Drama, Mystery, Thriller, Romance",en,2008-09-26,6.1,claire;counsel;flight's,Passengers
"Drama, Thriller, Crime, Romance",en,2005-10-26,7.3,palms;begins;yet,Match Point
"Fantasy, Drama, Thriller",en,2009-09-09,6.0,obsessed;aristocrat;wotton,Dorian Gray
"Horror, Thriller",en,2019-04-23,2.9,justice;hills;law,I Spit on Your Grave: Déjà Vu
"Comedy",en,2000-01-12,6.4,suburbs;prison;neighborhood,Next Friday
"Action, Animation, Fantasy, Comedy",ja,2015-07-03,7.3,trouble;team;jasmineka,Little Witch Academia: The Enchanted Parade
"War, Action",en,2014-08-14,6.4,helmand;country;disillusioned,Jarhead 2: Field of Fire
"Drama, Horror, Mystery, Thriller",en,2000-07-21,6.4,claire;spirit;than,What Lies Beneath
"Thriller, Action, Comedy, Crime, Drama",en,1982-12-07,6.7,order;cop;paroled,48 Hrs.
"Action, Adventure, Horror, Science Fiction, Thriller",en,2009-04-02,5.7,halfling;16-year-old;exterior,Blood: The Last Vampire
"Horror",en,2018-02-27,5.4,oh-mah;reunited;newly,Primal Rage
"Comedy, Family, Science Fiction",en,1986-05-09,6.6,machine;bolt;trail,Short Circuit
"Horror",en,2016-09-30,5.7,known;attic;summons,The Midnight Man
"Action, Animation, Science Fiction",ja,2014-11-15,6.5,high;central;mainframe,Expelled from Paradise
"Horror, Drama",en,2005-05-20,5.3,lankester;disabled;whom,Dominion: Prequel to The Exorcist
"Horror",it,1977-02-01,7.5,german;murders;sinister,Suspiria
"Thriller",en,2008-04-24,5.9,among;auditor;jonathan,Deception
"Romance, Drama, History",en,2005-06-02,7.5,comeback;boxer;braddock,Cinderella Man
"Action, Adventure",en,2020-08-20,5.6,goes;mission;rebels,Rogue
"Crime, Drama, Action",zh,2003-12-12,6.9,intercuts;iii;directed,Infernal Affairs III
"Horror, Mystery, Thriller",en,2004-08-20,5.3,lankester;below;crypt,Exorcist: The Beginning
"Drama, Romance",es,2002-10-01,6.5,or;benito;holy,The Crime of Padre Amaro
"Drama, History, Romance",es,2015-12-25,7.4,kilian;huesca;jacobo,Palm Trees in the Snow
"Animation, Family, Music",en,1999-12-17,7.0,original;brilliant;blending,Fantasia 2000
"Drama, Thriller, Crime, Mystery",en,2005-09-11,6.4,allowed;long;billy,Revolver
"Thriller, Action, Science Fiction",en,2016-03-01,3.8,believes;messner;virus,Weaponized
"Drama",ko,2013-10-02,8.5,brutal;coping;assault,Hope
"Action, Adventure, TV Movie",en,2018-03-09,4.2,madman;releasing;mercury,Tomb Invader
"Drama, Thriller, Mystery",en,2011-09-16,6.6,espionage;within;veteran,Tinker Tailor Soldier Spy
"Comedy, Science Fiction, Fantasy, Horror",en,1975-08-14,7.5,storm;stuck;during,The Rocky Horror Picture Show
"Action, Crime, Thriller",en,2001-11-18,6.9,cia;cia;learns,Spy Game
"Animation, Romance, Drama",ja,2020-09-11,7.5,feel;move;just,The Stranger by the Shore
"Horror, Comedy, Music",en,2022-02-24,6.6,much;mansion;house,Studio 666
"Animation, Comedy, Drama",en,1972-04-12,6.1,cat;student;vision,Fritz the Cat
"Adventure, Drama, History",en,2021-08-27,5.7,charges;piracy;end,Edge of the World
"Animation, Drama, Mystery, Fantasy",ja,2022-03-10,0.0,outer;name;outer,The Girl From the Other Side
"Documentary, Music",en,2019-08-28,7.0,astroworld;grammy-nominated;fatherhood,Travis Scott: Look Mom I Can Fly
"Fantasy, Animation, Comedy, Family, Adventure",en,2003-05-23,5.9,he's;farquaad;kidnaps,The Ghost of Lord Farquaad
"Animation, Family, Comedy, Mystery, Science Fiction, Adventure, Fantasy",en,2000-10-03,7.1,scooby-doo;flying;inc,Scooby-Doo and the Alien Invaders
"Adventure, Comedy, War",en,1970-01-01,7.4,rob;soldiers;german,Kelly's Heroes
"Comedy, Drama",en,1991-11-27,7.4,j;joins;sticks,My Girl
"Romance, Comedy",en,2006-06-01,5.8,argument;remedies;brooke,The Break-Up
"Horror",en,2019-01-24,5.2,returns;far;aaron,The Final Wish
"Romance, Science Fiction, Drama, Fantasy",en,2012-09-27,6.2,quest;physics;romantic,Upside Down
"Crime, Drama, Thriller",en,2018-05-10,5.5,consequences;dangerous;murderous,Terminal
"Horror, Action, Comedy",no,2014-02-12,6.6,give;fight;die,Dead Snow 2: Red vs. Dead
"Thriller, Mystery",it,2019-10-30,6.4,kidnapping;try;profiler,Into the Labyrinth
"Family, Fantasy, Drama",en,2020-07-08,6.4,meets;suddenly;grounds,The Secret Garden
"Action, Crime, Drama, Thriller",zh,2005-11-18,6.9,ma;chan;arts,SPL: Kill Zone
"Comedy, Drama, Romance, Fantasy",en,2000-12-12,6.7,christmas;holdup;loves,The Family Man
"Action, Crime, Drama",en,1997-08-15,6.8,among;between;ugly,Cop Land
"Adventure, Family, Comedy",en,1995-08-04,5.3,scout;realises;used,Bushwhacked
"Action, Drama, Fantasy, Mystery, Science Fiction",zh,2020-12-24,7.7,few;summoned;powerful,The Yin-Yang Master: Dream of Eternity
"Crime, Thriller",en,2016-04-29,5.0,upon;bank;cops,The Trust
"Action, Crime",en,2013-12-31,4.8,foster;hidden;seagal,Force of Execution
"Action, Animation, Science Fiction, Thriller",ja,2013-11-29,7.1,saito;responsibilities;air,Ghost in the Shell Arise - Border 2: Ghost Whispers
"Comedy",en,1991-07-03,5.9,junior;mortville;mother,Problem Child 2
"Crime, Action, Thriller",en,1983-12-07,6.5,serial;callahan;bring,Sudden Impact
"Adventure, Drama, Thriller",en,2016-02-03,6.6,equally;modern-day;gold,Gold
"Action, Adventure, History",en,1958-06-11,7.1,heir;hand;brutal,The Vikings
"Adventure, Comedy, Drama",en,2004-12-10,7.2,addition;devoured;pirates,The Life Aquatic with Steve Zissou
"Animation, Family, Adventure",en,1997-08-05,7.1,piglet;tigger;rabbit,Pooh's Grand Adventure: The Search for Christopher Robin
"Adventure",en,2020-09-13,6.3,named;immerse;wild,The Water Man
"Drama, Comedy, Romance",en,2015-05-29,5.5,site;contractor;falling,Aloha
"Crime, Thriller, Horror",en,2017-10-12,5.2,harry;wrapped;ominous,The Snowman
"Drama, Horror, Thriller",en,2012-02-03,6.1,village;remote;growing,The Woman in Black
"Documentary, Crime",en,2021-08-31,6.8,boys;hockey;violent,Untold: Crimes & Penalties
"Drama, Romance, Music",en,2001-05-24,7.6,notorious;club's;poet,Moulin Rouge!
"Western, Mystery, Thriller, Drama",en,2016-03-12,7.1,old;menacing;genuine,Brimstone
"Action, Adventure, Crime",cn,2018-09-20,6.4,filled;plan;double-crossed,Golden Job
"Comedy, Fantasy, Family",en,1987-11-20,4.1,although;he's;once,Teen Wolf Too
